# Time-averaged data for fix 2
# TimeStep v_simtime c_msd_type1[1] c_msd_type1[3]
4680 4.68 0.625126 1.66188
4690 4.69 0.604972 1.56765
4700 4.7 0.587515 1.43687
4710 4.71 0.566978 1.35837
4720 4.72 0.553262 1.33284
4730 4.73 0.549093 1.30367
4740 4.74 0.544221 1.27454
4750 4.75 0.543346 1.23816
4760 4.76 0.536781 1.30011
4770 4.77 0.524069 1.49707
4780 4.78 0.514894 1.62815
4790 4.79 0.510017 1.56733
4800 4.8 0.499931 1.39904
4810 4.81 0.480507 1.33017
4820 4.82 0.472655 1.29003
4830 4.83 0.47971 1.20508
4840 4.84 0.487188 1.1386
4850 4.85 0.493364 1.10026
4860 4.86 0.498761 1.15804
4870 4.87 0.511031 1.23428
4880 4.88 0.5281 1.25767
4890 4.89 0.549777 1.21964
4900 4.9 0.575629 1.12334
4910 4.91 0.598994 1.04923
4920 4.92 0.608014 1.06713
4930 4.93 0.612547 1.12034
4940 4.94 0.618184 1.17058
4950 4.95 0.620347 1.27409
4960 4.96 0.619892 1.40641
4970 4.97 0.616841 1.49361
4980 4.98 0.622282 1.44294
4990 4.99 0.63884 1.30326
5000 5 0.6536 1.18055
5010 5.01 0.660124 1.12281
5020 5.02 0.668192 1.11547
5030 5.03 0.678357 1.08602
5040 5.04 0.670128 1.06124
5050 5.05 0.635314 1.02984
5060 5.06 0.595403 0.963764
5070 5.07 0.565202 0.928233
5080 5.08 0.548645 0.973248
5090 5.09 0.540471 1.05314
5100 5.1 0.536157 1.10982
5110 5.11 0.527862 1.1274
5120 5.12 0.511686 1.10578
5130 5.13 0.487994 1.11532
5140 5.14 0.464486 1.11428
5150 5.15 0.452107 1.13593
5160 5.16 0.445407 1.23888
5170 5.17 0.446618 1.29979
5180 5.18 0.447691 1.3433
5190 5.19 0.444122 1.39063
5200 5.2 0.444788 1.38849
5210 5.21 0.446051 1.28175
5220 5.22 0.426758 1.11957
5230 5.23 0.393778 1.02217
5240 5.24 0.366262 1.09423
5250 5.25 0.353472 1.34232
5260 5.26 0.348622 1.70645
5270 5.27 0.344662 1.89621
5280 5.28 0.346303 1.78596
5290 5.29 0.351839 1.62492
5300 5.3 0.342045 1.53783
5310 5.31 0.314912 1.59968
5320 5.32 0.290589 1.64171
5330 5.33 0.280518 1.59885
5340 5.34 0.286748 1.60129
5350 5.35 0.308165 1.58265
5360 5.36 0.336077 1.61223
5370 5.37 0.364147 1.65711
5380 5.38 0.393934 1.51516
5390 5.39 0.416192 1.29099
5400 5.4 0.425016 1.16105
5410 5.41 0.428394 1.13609
5420 5.42 0.430116 1.18263
5430 5.43 0.429677 1.24278
5440 5.44 0.440123 1.24374
5450 5.45 0.456236 1.21835
5460 5.46 0.472329 1.23018
5470 5.47 0.48795 1.23855
5480 5.48 0.503315 1.17048
5490 5.49 0.518807 1.07102
5500 5.5 0.547102 0.998925
5510 5.51 0.586705 0.978327
5520 5.52 0.623481 1.02068
5530 5.53 0.652877 1.12087
5540 5.54 0.670034 1.21489
5550 5.55 0.67823 1.25092
5560 5.56 0.67569 1.23441
5570 5.57 0.658096 1.2148
5580 5.58 0.633843 1.14607
5590 5.59 0.610522 1.03108
5600 5.6 0.598583 0.895035
5610 5.61 0.588186 0.800413
5620 5.62 0.573385 0.784406
5630 5.63 0.566482 0.860222
5640 5.64 0.562396 0.985641
5650 5.65 0.557837 1.04147
5660 5.66 0.546987 1.07657
5670 5.67 0.53714 1.13138
5680 5.68 0.528832 1.12561
5690 5.69 0.520179 0.996016
5700 5.7 0.511823 0.877728
5710 5.71 0.510105 0.829526
5720 5.72 0.507317 0.841397
5730 5.73 0.497873 0.899631
5740 5.74 0.499035 0.946153
5750 5.75 0.508686 0.954929
5760 5.76 0.503982 1.00741
5770 5.77 0.49473 1.0452
5780 5.78 0.49 1.02096
5790 5.79 0.493674 1.05603
5800 5.8 0.501073 1.26744
5810 5.81 0.505035 1.57209
5820 5.82 0.509468 1.77931
5830 5.83 0.518571 1.83316
5840 5.84 0.523841 1.79914
5850 5.85 0.526107 1.68915
5860 5.86 0.53419 1.51427
5870 5.87 0.529087 1.45755
5880 5.88 0.519787 1.54587
5890 5.89 0.52973 1.61303
5900 5.9 0.548091 1.63913
5910 5.91 0.574216 1.64211
5920 5.92 0.604899 1.6448
5930 5.93 0.623787 1.68508
5940 5.94 0.626054 1.68425
5950 5.95 0.611697 1.58473
5960 5.96 0.587643 1.48144
5970 5.97 0.56543 1.46814
5980 5.98 0.555442 1.48618
5990 5.99 0.560991 1.47044
6000 6 0.569252 1.58499
6010 6.01 0.56359 1.8206
6020 6.02 0.545286 2.00423
6030 6.03 0.525821 2.1168
6040 6.04 0.511933 2.22405
6050 6.05 0.492185 2.42718
6060 6.06 0.463678 2.73877
6070 6.07 0.440369 3.01804
6080 6.08 0.427352 3.1392
6090 6.09 0.428782 3.11223
6100 6.1 0.448502 2.98384
6110 6.11 0.472345 2.94264
6120 6.12 0.488825 3.04092
6130 6.13 0.494786 3.18607
6140 6.14 0.49406 3.28282
6150 6.15 0.495845 3.24258
6160 6.16 0.49814 3.19755
6170 6.17 0.488952 3.35413
6180 6.18 0.475255 3.59656
6190 6.19 0.473213 3.54495
6200 6.2 0.479842 3.23589
6210 6.21 0.486459 2.94977
6220 6.22 0.492857 2.71592
6230 6.23 0.500154 2.47642
6240 6.24 0.501994 2.34581
6250 6.25 0.498176 2.35018
6260 6.26 0.491853 2.4884
6270 6.27 0.493401 2.61899
6280 6.28 0.503504 2.66292
6290 6.29 0.521302 2.63944
6300 6.3 0.547648 2.58518
6310 6.31 0.579936 2.48033
6320 6.32 0.603918 2.38019
6330 6.33 0.617552 2.34151
6340 6.34 0.62973 2.2771
6350 6.35 0.623879 2.15708
6360 6.36 0.59828 1.95911
6370 6.37 0.580744 1.73976
6380 6.38 0.576555 1.63924
6390 6.39 0.584549 1.57076
6400 6.4 0.607005 1.46173
6410 6.41 0.632715 1.38961
6420 6.42 0.650419 1.3551
6430 6.43 0.651742 1.33688
6440 6.44 0.640078 1.31648
6450 6.45 0.620338 1.27049
6460 6.46 0.591311 1.23087
6470 6.47 0.56535 1.18071
6480 6.48 0.548476 1.15114
6490 6.49 0.53291 1.19348
6500 6.5 0.516644 1.20317
6510 6.51 0.509728 1.09033
6520 6.52 0.499648 0.969242
6530 6.53 0.473632 0.94707
6540 6.54 0.447825 0.95601
6550 6.55 0.427028 0.981227
6560 6.56 0.409337 1.08849
6570 6.57 0.405163 1.23582
6580 6.58 0.409634 1.35301
6590 6.59 0.409589 1.51793
6600 6.6 0.409928 1.75641
6610 6.61 0.414532 2.00069
6620 6.62 0.417939 2.18178
6630 6.63 0.418391 2.27255
6640 6.64 0.414109 2.37204
6650 6.65 0.401107 2.43424
6660 6.66 0.386776 2.47592
6670 6.67 0.375687 2.6137
6680 6.68 0.364719 2.73876
6690 6.69 0.350904 2.8084
6700 6.7 0.337872 2.79016
6710 6.71 0.324389 2.77716
6720 6.72 0.310124 2.87916
6730 6.73 0.297569 3.12875
6740 6.74 0.292919 3.20812
6750 6.75 0.301474 2.89691
6760 6.76 0.317885 2.54055
6770 6.77 0.333909 2.44781
6780 6.78 0.356217 2.39402
6790 6.79 0.372491 2.39582
6800 6.8 0.366184 2.55815
6810 6.81 0.338289 2.83742
6820 6.82 0.309115 3.03617
6830 6.83 0.288988 3.08008
6840 6.84 0.277051 3.04452
6850 6.85 0.271578 2.99286
6860 6.86 0.276432 2.84503
6870 6.87 0.286761 2.6342
6880 6.88 0.294342 2.48745
6890 6.89 0.298928 2.37515
6900 6.9 0.297338 2.28745
6910 6.91 0.287379 2.19771
6920 6.92 0.274987 2.05475
6930 6.93 0.26289 1.94525
6940 6.94 0.243661 2.049
6950 6.95 0.228072 2.20348
6960 6.96 0.226159 2.18395
6970 6.97 0.236825 2.01454
6980 6.98 0.255892 1.8487
6990 6.99 0.276048 1.78821
7000 7 0.290496 1.7248
7010 7.01 0.295416 1.57317
7020 7.02 0.288793 1.5217
7030 7.03 0.28077 1.54008
7040 7.04 0.277863 1.77428
7050 7.05 0.278839 2.26345
7060 7.06 0.287513 2.62154
7070 7.07 0.305937 2.64075
7080 7.08 0.326764 2.47486
7090 7.09 0.333611 2.36746
7100 7.1 0.327879 2.34687
7110 7.11 0.323061 2.3905
7120 7.12 0.317019 2.52252
7130 7.13 0.30337 2.66332
7140 7.14 0.283688 2.6416
7150 7.15 0.261982 2.44913
7160 7.16 0.245834 2.2069
7170 7.17 0.230888 2.32926
7180 7.18 0.21684 2.79633
7190 7.19 0.212707 2.99662
7200 7.2 0.212313 2.87245
7210 7.21 0.212129 2.64803
7220 7.22 0.208252 2.60439
7230 7.23 0.199824 2.94198
7240 7.24 0.192881 3.32983
7250 7.25 0.187827 3.4186
7260 7.26 0.185615 3.29965
7270 7.27 0.188049 3.10862
7280 7.28 0.189489 3.11664
7290 7.29 0.192624 3.16289
7300 7.3 0.202179 2.90822
7310 7.31 0.211126 2.87268
7320 7.32 0.216024 3.16012
7330 7.33 0.220096 3.42523
7340 7.34 0.223382 3.84944
7350 7.35 0.230934 4.34589
7360 7.36 0.250198 4.32515
7370 7.37 0.271046 3.68479
7380 7.38 0.273936 2.88471
7390 7.39 0.25914 2.15622
7400 7.4 0.238544 1.72656
7410 7.41 0.22127 1.72282
7420 7.42 0.212422 2.13243
7430 7.43 0.214481 2.81386
7440 7.44 0.221781 3.50368
7450 7.45 0.234833 3.70275
7460 7.46 0.250993 3.30666
7470 7.47 0.262822 2.67879
7480 7.48 0.256605 2.33527
7490 7.49 0.243593 2.07793
7500 7.5 0.239292 1.79993
7510 7.51 0.240263 1.74503
7520 7.52 0.249352 1.75397
7530 7.53 0.265328 1.59642
7540 7.54 0.26238 1.63258
7550 7.55 0.24905 2.02943
7560 7.56 0.250276 2.58067
7570 7.57 0.262829 3.03366
7580 7.58 0.268842 3.39918
7590 7.59 0.26295 3.45293
7600 7.6 0.251731 2.88042
7610 7.61 0.23884 2.11989
7620 7.62 0.233043 1.62738
7630 7.63 0.236881 1.39793
7640 7.64 0.24103 1.21453
7650 7.65 0.233138 1.09204
7660 7.66 0.230541 0.953751
7670 7.67 0.230756 1.01266
7680 7.68 0.220978 1.27897
7690 7.69 0.210689 1.52312
7700 7.7 0.210014 1.55164
7710 7.71 0.22003 1.22842
7720 7.72 0.223648 0.993203
7730 7.73 0.209083 1.01797
7740 7.74 0.197657 0.937043
7750 7.75 0.197804 0.785706
7760 7.76 0.190951 0.765591
7770 7.77 0.184797 0.652366
7780 7.78 0.178292 0.476515
7790 7.79 0.168379 0.354523
7800 7.8 0.164929 0.263199
7810 7.81 0.171686 0.186328
7820 7.82 0.179429 0.237184
7830 7.83 0.18245 0.366093
7840 7.84 0.186513 0.655791
7850 7.85 0.196036 0.941654
7860 7.86 0.19783 1.08954
7870 7.87 0.184648 1.09333
7880 7.88 0.169231 0.909805
7890 7.89 0.159375 0.706796
7900 7.9 0.153929 0.6243
7910 7.91 0.146258 0.681887
7920 7.92 0.14334 0.756187
7930 7.93 0.142284 0.715766
7940 7.94 0.133091 0.699876
7950 7.95 0.120513 0.82335
7960 7.96 0.113204 0.694857
7970 7.97 0.110034 0.370773
7980 7.98 0.11288 0.289832
7990 7.99 0.120891 0.316678
8000 8 0.124785 0.365425
8010 8.01 0.123758 0.636181
8020 8.02 0.126716 0.968041
8030 8.03 0.127456 1.06054
8040 8.04 0.125058 1.17934
8050 8.05 0.122727 1.34184
8060 8.06 0.116083 1.01006
8070 8.07 0.110873 0.404854
8080 8.08 0.111056 0.182909
8090 8.09 0.111514 0.131125
8100 8.1 0.108267 0.120404
8110 8.11 0.103156 0.315537
8120 8.12 0.105397 0.592746
8130 8.13 0.108412 0.742673
8140 8.14 0.109152 0.709285
8150 8.15 0.111202 0.601488
8160 8.16 0.110997 0.752634
8170 8.17 0.113732 0.933446
8180 8.18 0.118248 0.720828
8190 8.19 0.115838 0.449146
8200 8.2 0.109171 0.3389
8210 8.21 0.102623 0.29708
8220 8.22 0.100724 0.225499
