# Time-averaged data for fix 2
# TimeStep v_simtime c_msd_type1[1] c_msd_type1[3]
2550 2.55 0.904206 1.34419
2560 2.56 0.911894 1.40955
2570 2.57 0.919185 1.4754
2580 2.58 0.924698 1.50034
2590 2.59 0.924071 1.5044
2600 2.6 0.902713 1.49197
2610 2.61 0.872138 1.42811
2620 2.62 0.844219 1.4483
2630 2.63 0.825586 1.53833
2640 2.64 0.830894 1.53586
2650 2.65 0.856714 1.54422
2660 2.66 0.888257 1.61544
2670 2.67 0.924405 1.60312
2680 2.68 0.953698 1.52923
2690 2.69 0.981948 1.46673
2700 2.7 1.00881 1.46904
2710 2.71 1.0379 1.51056
2720 2.72 1.08359 1.52429
2730 2.73 1.14011 1.51126
2740 2.74 1.18701 1.44127
2750 2.75 1.20599 1.31425
2760 2.76 1.18357 1.25484
2770 2.77 1.13713 1.23617
2780 2.78 1.10493 1.21555
2790 2.79 1.10659 1.19153
2800 2.8 1.11611 1.17035
2810 2.81 1.10386 1.18322
2820 2.82 1.07119 1.26853
2830 2.83 1.03388 1.40703
2840 2.84 1.00665 1.49489
2850 2.85 0.976401 1.53776
2860 2.86 0.935895 1.51919
2870 2.87 0.898737 1.46637
2880 2.88 0.88824 1.44095
2890 2.89 0.908247 1.42495
2900 2.9 0.920692 1.4836
2910 2.91 0.917176 1.56051
2920 2.92 0.900776 1.63177
2930 2.93 0.876829 1.74561
2940 2.94 0.864828 1.81528
2950 2.95 0.858868 1.81451
2960 2.96 0.863287 1.76188
2970 2.97 0.877278 1.75331
2980 2.98 0.890844 1.79185
2990 2.99 0.902885 1.77898
3000 3 0.901959 1.7025
3010 3.01 0.884233 1.62879
3020 3.02 0.870994 1.56661
3030 3.03 0.865902 1.53458
3040 3.04 0.86842 1.51817
3050 3.05 0.880193 1.50278
3060 3.06 0.897035 1.50013
3070 3.07 0.931227 1.46032
3080 3.08 0.975498 1.4244
3090 3.09 1.0077 1.44514
3100 3.1 1.03226 1.45467
3110 3.11 1.06212 1.45304
3120 3.12 1.08791 1.50293
3130 3.13 1.09216 1.53971
3140 3.14 1.07476 1.48451
3150 3.15 1.06927 1.41573
3160 3.16 1.09782 1.41522
3170 3.17 1.14368 1.5018
3180 3.18 1.17212 1.60384
3190 3.19 1.18433 1.64084
3200 3.2 1.18825 1.65622
3210 3.21 1.19418 1.6474
3220 3.22 1.21252 1.59978
3230 3.23 1.25835 1.52156
3240 3.24 1.31678 1.46647
3250 3.25 1.35365 1.43175
3260 3.26 1.33747 1.43006
3270 3.27 1.27247 1.42966
3280 3.28 1.18855 1.38899
3290 3.29 1.12138 1.33226
3300 3.3 1.10505 1.23701
3310 3.31 1.12773 1.16965
3320 3.32 1.17582 1.15781
3330 3.33 1.23323 1.18923
3340 3.34 1.27419 1.22039
3350 3.35 1.29427 1.24741
3360 3.36 1.30641 1.27274
3370 3.37 1.32814 1.2698
3380 3.38 1.36758 1.26988
3390 3.39 1.42311 1.29654
3400 3.4 1.47145 1.32905
3410 3.41 1.49231 1.34332
3420 3.42 1.49301 1.34264
3430 3.43 1.48114 1.34616
3440 3.44 1.47141 1.35777
3450 3.45 1.47081 1.34873
3460 3.46 1.46636 1.29483
3470 3.47 1.44514 1.25108
3480 3.48 1.41062 1.25767
3490 3.49 1.37573 1.28638
3500 3.5 1.34304 1.32609
3510 3.51 1.31554 1.374
3520 3.52 1.29713 1.42316
3530 3.53 1.2865 1.44148
3540 3.54 1.27144 1.39865
3550 3.55 1.24557 1.32569
3560 3.56 1.20671 1.25608
3570 3.57 1.16762 1.21189
3580 3.58 1.14355 1.20079
3590 3.59 1.13089 1.23266
3600 3.6 1.13028 1.29546
3610 3.61 1.14025 1.34573
3620 3.62 1.14307 1.38189
3630 3.63 1.13834 1.44025
3640 3.64 1.14273 1.50429
3650 3.65 1.16837 1.53505
3660 3.66 1.21546 1.53505
3670 3.67 1.26889 1.53887
3680 3.68 1.30612 1.52158
3690 3.69 1.32216 1.49775
3700 3.7 1.33143 1.46045
3710 3.71 1.33824 1.41368
3720 3.72 1.33745 1.37696
3730 3.73 1.32458 1.3143
3740 3.74 1.2938 1.24233
3750 3.75 1.26272 1.21286
3760 3.76 1.23287 1.2142
3770 3.77 1.20304 1.21323
3780 3.78 1.20236 1.17462
3790 3.79 1.23504 1.13263
3800 3.8 1.26673 1.12898
3810 3.81 1.27607 1.19232
3820 3.82 1.27779 1.24367
3830 3.83 1.26949 1.23719
3840 3.84 1.24212 1.23921
3850 3.85 1.21882 1.25089
3860 3.86 1.19824 1.2683
3870 3.87 1.17373 1.2957
3880 3.88 1.15657 1.32015
3890 3.89 1.16456 1.30742
3900 3.9 1.19621 1.26974
3910 3.91 1.23947 1.23576
3920 3.92 1.28042 1.18076
3930 3.93 1.30898 1.09562
3940 3.94 1.31723 1.05384
3950 3.95 1.30587 1.02724
3960 3.96 1.27566 1.01597
3970 3.97 1.25482 1.02368
3980 3.98 1.25911 1.02645
3990 3.99 1.28452 1.03028
4000 4 1.31706 1.05486
4010 4.01 1.34332 1.11969
4020 4.02 1.36612 1.1738
4030 4.03 1.37848 1.21407
4040 4.04 1.37968 1.2469
4050 4.05 1.37358 1.26128
4060 4.06 1.36898 1.24749
4070 4.07 1.36086 1.20472
4080 4.08 1.34907 1.17621
4090 4.09 1.34614 1.16531
4100 4.1 1.33451 1.1527
4110 4.11 1.30074 1.06858
4120 4.12 1.2674 0.967012
4130 4.13 1.24411 0.936309
4140 4.14 1.22758 0.962309
4150 4.15 1.23246 1.01704
4160 4.16 1.24958 1.08463
4170 4.17 1.25317 1.0895
4180 4.18 1.24689 1.00996
4190 4.19 1.25771 0.930142
4200 4.2 1.29512 0.908984
4210 4.21 1.34962 0.935092
4220 4.22 1.39905 0.969063
4230 4.23 1.41618 0.994354
4240 4.24 1.40887 1.00563
4250 4.25 1.41357 1.03858
4260 4.26 1.44805 1.05481
4270 4.27 1.47503 1.057
4280 4.28 1.47784 1.06427
4290 4.29 1.48865 1.05334
4300 4.3 1.4981 1.047
4310 4.31 1.49447 1.04772
4320 4.32 1.49127 1.0353
4330 4.33 1.48415 1.02574
4340 4.34 1.45711 1.0113
4350 4.35 1.42812 1
4360 4.36 1.40679 0.988819
4370 4.37 1.37376 0.99315
4380 4.38 1.33661 1.01429
4390 4.39 1.31518 1.04002
4400 4.4 1.31871 1.03901
4410 4.41 1.34877 1.03065
4420 4.42 1.39468 1.03488
4430 4.43 1.43045 1.04668
4440 4.44 1.43581 1.06535
4450 4.45 1.41412 1.07756
4460 4.46 1.39431 1.1005
4470 4.47 1.38416 1.12492
4480 4.48 1.37612 1.12384
4490 4.49 1.3605 1.08122
4500 4.5 1.32401 1.03911
4510 4.51 1.28531 0.990687
4520 4.52 1.28189 0.906375
4530 4.53 1.32665 0.812027
4540 4.54 1.37999 0.767628
4550 4.55 1.41536 0.772993
4560 4.56 1.44819 0.804457
4570 4.57 1.48085 0.835862
4580 4.58 1.49629 0.864872
4590 4.59 1.49722 0.886904
4600 4.6 1.48837 0.928069
4610 4.61 1.46724 0.978535
4620 4.62 1.43914 1.01081
4630 4.63 1.41064 1.0339
4640 4.64 1.37515 1.0779
4650 4.65 1.35262 1.10393
4660 4.66 1.35596 1.08069
4670 4.67 1.37571 1.02767
4680 4.68 1.40383 0.992974
4690 4.69 1.43628 0.993614
4700 4.7 1.44843 0.998345
4710 4.71 1.43327 0.975559
4720 4.72 1.39768 0.96643
4730 4.73 1.35814 0.976948
4740 4.74 1.34086 0.951888
4750 4.75 1.33805 0.95484
4760 4.76 1.3299 0.987054
4770 4.77 1.3288 0.992314
4780 4.78 1.33463 1.01937
4790 4.79 1.33834 1.06021
4800 4.8 1.34425 1.07692
4810 4.81 1.3597 1.08497
4820 4.82 1.37241 1.08371
4830 4.83 1.36872 1.11427
4840 4.84 1.3661 1.12959
4850 4.85 1.36321 1.09416
4860 4.86 1.37672 1.03529
4870 4.87 1.40833 0.954972
4880 4.88 1.44035 0.871773
4890 4.89 1.45746 0.830956
4900 4.9 1.44649 0.834988
4910 4.91 1.42681 0.835923
4920 4.92 1.40975 0.802614
4930 4.93 1.38765 0.771034
4940 4.94 1.37282 0.790046
4950 4.95 1.38505 0.834227
4960 4.96 1.40059 0.856605
4970 4.97 1.4053 0.858833
4980 4.98 1.42534 0.850449
4990 4.99 1.45527 0.827134
5000 5 1.48391 0.804035
5010 5.01 1.5264 0.7868
5020 5.02 1.59937 0.760861
5030 5.03 1.67648 0.709763
5040 5.04 1.71983 0.681415
5050 5.05 1.73782 0.703065
5060 5.06 1.75051 0.736613
5070 5.07 1.76228 0.758845
5080 5.08 1.75867 0.761052
5090 5.09 1.73711 0.734311
5100 5.1 1.71356 0.693033
5110 5.11 1.70836 0.632515
5120 5.12 1.71661 0.587889
5130 5.13 1.70408 0.613847
5140 5.14 1.66219 0.675967
5150 5.15 1.61416 0.728798
5160 5.16 1.58375 0.759096
5170 5.17 1.57229 0.746596
5180 5.18 1.57653 0.725716
5190 5.19 1.58133 0.738258
5200 5.2 1.58648 0.760202
5210 5.21 1.58955 0.785749
5220 5.22 1.57606 0.817163
5230 5.23 1.53815 0.838146
5240 5.24 1.48131 0.853867
5250 5.25 1.43083 0.866613
5260 5.26 1.413 0.859868
5270 5.27 1.42645 0.840392
5280 5.28 1.4453 0.842587
5290 5.29 1.46389 0.850704
5300 5.3 1.48417 0.856527
5310 5.31 1.49917 0.850117
5320 5.32 1.50394 0.835777
5330 5.33 1.5135 0.807044
5340 5.34 1.52882 0.769517
5350 5.35 1.56188 0.756949
5360 5.36 1.61024 0.757949
5370 5.37 1.66117 0.761605
5380 5.38 1.71937 0.760999
5390 5.39 1.78069 0.745221
5400 5.4 1.83316 0.722204
5410 5.41 1.87427 0.719693
5420 5.42 1.87939 0.718748
5430 5.43 1.83975 0.719228
5440 5.44 1.79537 0.752137
5450 5.45 1.76662 0.815112
5460 5.46 1.74575 0.862745
5470 5.47 1.74533 0.882011
5480 5.48 1.75954 0.878205
5490 5.49 1.76917 0.901302
5500 5.5 1.77464 0.962104
5510 5.51 1.76692 1.01194
5520 5.52 1.73033 1.01614
5530 5.53 1.68629 0.982333
5540 5.54 1.6626 0.973073
5550 5.55 1.66851 0.985519
5560 5.56 1.70945 0.981653
5570 5.57 1.76089 0.950783
5580 5.58 1.78425 0.880383
5590 5.59 1.80872 0.813211
5600 5.6 1.85579 0.797911
5610 5.61 1.9052 0.823492
5620 5.62 1.91773 0.843758
5630 5.63 1.8938 0.853753
5640 5.64 1.85433 0.860386
5650 5.65 1.80681 0.867011
5660 5.66 1.77268 0.876256
5670 5.67 1.76053 0.883744
5680 5.68 1.75596 0.879268
5690 5.69 1.74721 0.841797
5700 5.7 1.72453 0.797511
5710 5.71 1.69464 0.74819
5720 5.72 1.68774 0.689026
5730 5.73 1.72223 0.641608
5740 5.74 1.78928 0.607565
5750 5.75 1.84306 0.585734
5760 5.76 1.87861 0.565183
5770 5.77 1.90052 0.552298
5780 5.78 1.88683 0.540769
5790 5.79 1.84015 0.531608
5800 5.8 1.78486 0.543202
5810 5.81 1.75703 0.580686
5820 5.82 1.74758 0.643147
5830 5.83 1.71792 0.725669
5840 5.84 1.67119 0.794827
5850 5.85 1.63324 0.827835
5860 5.86 1.60435 0.850386
5870 5.87 1.59337 0.852842
5880 5.88 1.59361 0.823927
5890 5.89 1.56041 0.789054
5900 5.9 1.48372 0.762281
5910 5.91 1.40743 0.763411
5920 5.92 1.36466 0.788843
5930 5.93 1.34997 0.815482
5940 5.94 1.34922 0.843673
5950 5.95 1.35405 0.860601
5960 5.96 1.34504 0.855762
5970 5.97 1.33049 0.875223
5980 5.98 1.33391 0.935111
5990 5.99 1.33299 0.950851
6000 6 1.31291 0.884161
6010 6.01 1.30899 0.857614
6020 6.02 1.33465 0.874498
6030 6.03 1.37134 0.878827
6040 6.04 1.39195 0.896151
6050 6.05 1.41383 0.926065
6060 6.06 1.44205 0.932926
6070 6.07 1.47113 0.900314
6080 6.08 1.50248 0.844971
6090 6.09 1.52414 0.820173
6100 6.1 1.5535 0.84035
6110 6.11 1.61974 0.841202
6120 6.12 1.69608 0.802503
6130 6.13 1.75021 0.768277
6140 6.14 1.7919 0.752711
6150 6.15 1.82099 0.734468
6160 6.16 1.82634 0.722473
6170 6.17 1.783 0.702551
6180 6.18 1.7142 0.674743
6190 6.19 1.65234 0.663353
6200 6.2 1.58875 0.670902
6210 6.21 1.50478 0.704608
6220 6.22 1.42656 0.736469
6230 6.23 1.37136 0.769173
6240 6.24 1.33783 0.818128
6250 6.25 1.33352 0.864808
6260 6.26 1.34784 0.862224
6270 6.27 1.36192 0.808419
6280 6.28 1.37547 0.734518
6290 6.29 1.40361 0.669278
6300 6.3 1.45735 0.639189
6310 6.31 1.53802 0.643631
6320 6.32 1.63752 0.657991
6330 6.33 1.73765 0.653181
6340 6.34 1.7966 0.640986
6350 6.35 1.79768 0.619013
6360 6.36 1.77541 0.613702
6370 6.37 1.74592 0.643583
6380 6.38 1.71819 0.68243
6390 6.39 1.70842 0.687351
6400 6.4 1.70125 0.672008
6410 6.41 1.68971 0.66363
6420 6.42 1.67398 0.663489
6430 6.43 1.64493 0.653881
6440 6.44 1.62245 0.631754
6450 6.45 1.61128 0.633663
6460 6.46 1.58457 0.660745
6470 6.47 1.57059 0.725215
6480 6.48 1.58251 0.811878
6490 6.49 1.60672 0.863728
6500 6.5 1.609 0.910901
6510 6.51 1.59069 0.952181
6520 6.52 1.58062 0.9391
6530 6.53 1.59366 0.894076
6540 6.54 1.61033 0.827292
6550 6.55 1.62861 0.750183
6560 6.56 1.66877 0.700318
6570 6.57 1.71471 0.68182
6580 6.58 1.72879 0.666024
6590 6.59 1.69995 0.647563
6600 6.6 1.66255 0.624039
6610 6.61 1.63606 0.600838
6620 6.62 1.6061 0.590887
6630 6.63 1.57115 0.576478
6640 6.64 1.54372 0.560282
6650 6.65 1.52172 0.555597
6660 6.66 1.49429 0.557239
6670 6.67 1.46661 0.555087
6680 6.68 1.45061 0.588062
6690 6.69 1.45082 0.635729
6700 6.7 1.46113 0.627106
6710 6.71 1.46545 0.589378
6720 6.72 1.46101 0.554998
6730 6.73 1.45938 0.55049
6740 6.74 1.47748 0.564178
6750 6.75 1.5255 0.566392
6760 6.76 1.59227 0.566491
6770 6.77 1.66001 0.570201
6780 6.78 1.70914 0.565774
6790 6.79 1.7313 0.571689
6800 6.8 1.74659 0.586948
6810 6.81 1.76194 0.589698
6820 6.82 1.75224 0.60522
6830 6.83 1.71441 0.659943
6840 6.84 1.66555 0.723909
6850 6.85 1.63901 0.749788
6860 6.86 1.64335 0.760659
6870 6.87 1.64587 0.772307
6880 6.88 1.65942 0.753444
6890 6.89 1.66951 0.709417
6900 6.9 1.66204 0.663733
6910 6.91 1.63572 0.627131
6920 6.92 1.59549 0.609481
6930 6.93 1.55743 0.64294
6940 6.94 1.54026 0.745551
6950 6.95 1.5712 0.884326
6960 6.96 1.63129 0.970102
6970 6.97 1.67527 0.962028
6980 6.98 1.69447 0.933769
6990 6.99 1.69755 0.954181
7000 7 1.70057 1.01969
7010 7.01 1.71076 1.09384
7020 7.02 1.74072 1.15086
7030 7.03 1.79098 1.16805
7040 7.04 1.82557 1.14526
7050 7.05 1.83163 1.09294
7060 7.06 1.8128 1.03997
7070 7.07 1.78293 0.976299
7080 7.08 1.75972 0.908822
7090 7.09 1.74299 0.884142
7100 7.1 1.70191 0.878613
7110 7.11 1.63556 0.826186
7120 7.12 1.57025 0.739823
7130 7.13 1.50563 0.669014
7140 7.14 1.45 0.639332
7150 7.15 1.41759 0.639809
7160 7.16 1.40768 0.642804
7170 7.17 1.42111 0.638374
7180 7.18 1.45698 0.609514
7190 7.19 1.50649 0.554671
7200 7.2 1.55787 0.519164
7210 7.21 1.59156 0.526789
7220 7.22 1.60771 0.557268
7230 7.23 1.60218 0.567382
7240 7.24 1.57928 0.555548
7250 7.25 1.55434 0.571018
7260 7.26 1.5433 0.616957
7270 7.27 1.56998 0.663016
7280 7.28 1.63151 0.692763
7290 7.29 1.69448 0.707688
7300 7.3 1.74929 0.71042
7310 7.31 1.80298 0.681903
7320 7.32 1.85247 0.634626
7330 7.33 1.89339 0.607817
7340 7.34 1.89813 0.593447
7350 7.35 1.87335 0.573338
7360 7.36 1.85396 0.548568
7370 7.37 1.84109 0.540303
7380 7.38 1.8249 0.573414
7390 7.39 1.81789 0.631381
7400 7.4 1.81703 0.657154
7410 7.41 1.82514 0.627822
7420 7.42 1.84164 0.595095
7430 7.43 1.83956 0.579774
7440 7.44 1.8147 0.580472
7450 7.45 1.79949 0.596427
7460 7.46 1.78954 0.61798
7470 7.47 1.76014 0.634443
7480 7.48 1.72733 0.635209
7490 7.49 1.70748 0.636691
7500 7.5 1.69598 0.654305
7510 7.51 1.67065 0.690774
7520 7.52 1.6424 0.741269
7530 7.53 1.6311 0.78441
7540 7.54 1.64146 0.794947
7550 7.55 1.66091 0.784558
7560 7.56 1.69684 0.781689
7570 7.57 1.7478 0.798362
7580 7.58 1.77189 0.825352
7590 7.59 1.78286 0.822926
7600 7.6 1.79447 0.77841
7610 7.61 1.79763 0.747227
7620 7.62 1.78767 0.737209
7630 7.63 1.7778 0.728899
7640 7.64 1.77556 0.746856
7650 7.65 1.79308 0.77642
7660 7.66 1.82805 0.768949
7670 7.67 1.8452 0.750255
7680 7.68 1.81845 0.742622
7690 7.69 1.77 0.735632
7700 7.7 1.72017 0.734489
7710 7.71 1.65414 0.726706
7720 7.72 1.57008 0.712373
7730 7.73 1.5004 0.707245
7740 7.74 1.46678 0.707862
7750 7.75 1.46644 0.7108
7760 7.76 1.4856 0.734822
7770 7.77 1.51156 0.763344
7780 7.78 1.53907 0.772292
7790 7.79 1.56057 0.784064
7800 7.8 1.56234 0.785082
7810 7.81 1.56265 0.759265
7820 7.82 1.59856 0.735095
7830 7.83 1.66409 0.717318
7840 7.84 1.72301 0.724971
7850 7.85 1.74685 0.767835
7860 7.86 1.7096 0.829031
7870 7.87 1.63239 0.875992
7880 7.88 1.57591 0.896256
7890 7.89 1.55886 0.871782
7900 7.9 1.56058 0.845001
7910 7.91 1.5144 0.837371
7920 7.92 1.43467 0.837235
7930 7.93 1.39731 0.863444
7940 7.94 1.40605 0.894527
7950 7.95 1.43708 0.902596
7960 7.96 1.46485 0.895545
7970 7.97 1.47384 0.916528
7980 7.98 1.46208 0.990441
7990 7.99 1.46331 1.03293
8000 8 1.48792 1.00755
8010 8.01 1.52609 0.944133
8020 8.02 1.5526 0.876332
8030 8.03 1.53423 0.811702
8040 8.04 1.50911 0.756911
8050 8.05 1.52489 0.708212
8060 8.06 1.57887 0.689156
8070 8.07 1.64725 0.707621
8080 8.08 1.68409 0.738015
8090 8.09 1.67811 0.748911
8100 8.1 1.6436 0.766372
8110 8.11 1.61673 0.775834
8120 8.12 1.62465 0.761327
8130 8.13 1.64485 0.748779
8140 8.14 1.64157 0.733237
8150 8.15 1.62277 0.710438
8160 8.16 1.60743 0.677813
8170 8.17 1.59627 0.668069
8180 8.18 1.61291 0.694343
8190 8.19 1.64976 0.749292
8200 8.2 1.67318 0.788336
8210 8.21 1.66573 0.825061
8220 8.22 1.64245 0.852169
8230 8.23 1.6195 0.828749
8240 8.24 1.61091 0.761319
