# Time-averaged data for fix 2
# TimeStep v_simtime c_msd_type1[1] c_msd_type1[3]
1840 1.84 0.0993922 1.00101
1850 1.85 0.100115 0.653155
1860 1.86 0.101623 0.781005
1870 1.87 0.101981 1.18188
1880 1.88 0.109322 1.31308
1890 1.89 0.122354 1.13061
1900 1.9 0.136552 1.1437
1910 1.91 0.140292 1.44466
1920 1.92 0.140428 1.78195
1930 1.93 0.149063 1.92464
1940 1.94 0.163496 1.58026
1950 1.95 0.179147 1.23602
1960 1.96 0.195183 1.03368
1970 1.97 0.204002 0.836463
1980 1.98 0.202418 0.806674
1990 1.99 0.196367 1.02019
2000 2 0.190731 1.22783
2010 2.01 0.191937 1.19714
2020 2.02 0.198133 1.0381
2030 2.03 0.206098 0.948453
2040 2.04 0.206746 0.915662
2050 2.05 0.204338 0.738412
2060 2.06 0.199942 0.613788
2070 2.07 0.191561 0.713731
2080 2.08 0.180525 0.913472
2090 2.09 0.173324 1.10607
2100 2.1 0.173405 1.37088
2110 2.11 0.175998 1.72523
2120 2.12 0.175084 2.00808
2130 2.13 0.161521 2.1147
2140 2.14 0.144883 1.81338
2150 2.15 0.1385 1.27131
2160 2.16 0.135995 0.958292
2170 2.17 0.134718 0.740974
2180 2.18 0.134987 0.663841
2190 2.19 0.134724 0.858988
2200 2.2 0.134271 1.06003
2210 2.21 0.140949 0.974333
2220 2.22 0.145205 0.935794
2230 2.23 0.145129 0.987675
2240 2.24 0.146458 0.972848
2250 2.25 0.145025 0.886996
2260 2.26 0.140291 0.706006
2270 2.27 0.134401 0.417958
2280 2.28 0.123962 0.268367
2290 2.29 0.118187 0.365981
2300 2.3 0.124224 0.615641
2310 2.31 0.135608 0.867971
2320 2.32 0.139666 1.29422
2330 2.33 0.13392 1.65147
2340 2.34 0.133014 1.40296
2350 2.35 0.133855 1.08726
2360 2.36 0.134375 0.844573
2370 2.37 0.133979 0.7312
2380 2.38 0.135786 0.859768
2390 2.39 0.136905 0.805853
2400 2.4 0.133438 0.642146
2410 2.41 0.127309 0.777027
2420 2.42 0.117043 1.21968
2430 2.43 0.106888 1.46801
2440 2.44 0.0971246 1.43089
2450 2.45 0.092041 1.45264
2460 2.46 0.105481 1.40167
2470 2.47 0.122641 1.20889
2480 2.48 0.128519 0.95913
2490 2.49 0.123329 0.765237
2500 2.5 0.114683 0.690562
2510 2.51 0.100167 0.677415
2520 2.52 0.087581 0.726661
2530 2.53 0.0847591 0.836766
2540 2.54 0.0949717 0.993172
2550 2.55 0.110453 1.07226
2560 2.56 0.119253 1.07457
2570 2.57 0.125837 1.02444
2580 2.58 0.136234 1.01073
2590 2.59 0.144239 1.01237
2600 2.6 0.148407 0.853666
2610 2.61 0.146941 0.616852
2620 2.62 0.139128 0.465377
2630 2.63 0.129877 0.36513
2640 2.64 0.122159 0.3332
2650 2.65 0.118289 0.443284
2660 2.66 0.117231 0.534864
2670 2.67 0.122328 0.525487
2680 2.68 0.126846 0.449357
2690 2.69 0.122603 0.372555
2700 2.7 0.114869 0.383653
2710 2.71 0.106413 0.537475
2720 2.72 0.0984906 0.813868
2730 2.73 0.0963377 0.855576
2740 2.74 0.0988171 0.81683
2750 2.75 0.108124 0.861195
2760 2.76 0.116057 0.931048
2770 2.77 0.122083 0.944402
2780 2.78 0.125087 0.60836
2790 2.79 0.117696 0.407589
2800 2.8 0.105716 0.440437
2810 2.81 0.101449 0.456424
2820 2.82 0.102485 0.3403
2830 2.83 0.102854 0.376489
2840 2.84 0.0989593 0.472315
2850 2.85 0.0965465 0.479257
2860 2.86 0.100744 0.406413
2870 2.87 0.105682 0.262117
2880 2.88 0.103393 0.142161
2890 2.89 0.099881 0.096246
2900 2.9 0.0997234 0.136421
2910 2.91 0.107471 0.254468
2920 2.92 0.115967 0.358016
2930 2.93 0.116292 0.489701
2940 2.94 0.11463 0.926523
2950 2.95 0.112063 1.51587
2960 2.96 0.110018 2.00503
2970 2.97 0.110799 2.17236
2980 2.98 0.115328 1.85314
2990 2.99 0.121582 1.39916
3000 3 0.127874 1.03812
3010 3.01 0.127706 0.835979
3020 3.02 0.119408 0.774986
3030 3.03 0.110572 0.791217
3040 3.04 0.103232 0.764761
3050 3.05 0.106414 0.636594
3060 3.06 0.116486 0.514491
3070 3.07 0.115901 0.548891
3080 3.08 0.111495 0.524461
3090 3.09 0.114165 0.449151
3100 3.1 0.117908 0.352875
3110 3.11 0.119043 0.233363
3120 3.12 0.121704 0.265172
3130 3.13 0.122972 0.421678
3140 3.14 0.130335 0.542063
3150 3.15 0.148762 0.701422
3160 3.16 0.165642 0.954007
3170 3.17 0.173779 0.999896
3180 3.18 0.18097 0.869888
3190 3.19 0.194613 0.769028
3200 3.2 0.205944 0.775626
3210 3.21 0.205628 0.833237
3220 3.22 0.192878 0.906812
3230 3.23 0.173723 0.985968
3240 3.24 0.158331 0.951384
3250 3.25 0.151781 0.746274
3260 3.26 0.156722 0.526547
3270 3.27 0.172229 0.452524
3280 3.28 0.183316 0.554591
3290 3.29 0.186067 0.66839
3300 3.3 0.18941 0.826071
3310 3.31 0.191551 1.09491
3320 3.32 0.196209 1.23254
3330 3.33 0.200653 1.13978
3340 3.34 0.199305 1.03583
3350 3.35 0.1896 1.01026
3360 3.36 0.176994 1.05535
3370 3.37 0.167785 0.970774
3380 3.38 0.157438 0.923881
3390 3.39 0.147996 1.04342
3400 3.4 0.154774 1.05165
3410 3.41 0.168398 0.891659
3420 3.42 0.178223 0.650932
3430 3.43 0.178521 0.512467
3440 3.44 0.174592 0.46322
3450 3.45 0.169804 0.461163
3460 3.46 0.168923 0.529072
3470 3.47 0.177911 0.671497
3480 3.48 0.190854 0.819504
3490 3.49 0.203757 0.926306
3500 3.5 0.21413 0.971581
3510 3.51 0.219078 0.992022
3520 3.52 0.224301 1.02968
3530 3.53 0.229469 1.10418
3540 3.54 0.225572 1.20637
3550 3.55 0.219211 1.21605
3560 3.56 0.2219 1.08941
3570 3.57 0.235386 0.924833
3580 3.58 0.249784 0.82823
3590 3.59 0.259113 0.811785
3600 3.6 0.263662 0.851693
3610 3.61 0.264862 0.959302
3620 3.62 0.264961 1.08511
3630 3.63 0.258958 1.10109
3640 3.64 0.243209 1.09754
3650 3.65 0.227758 1.1331
3660 3.66 0.218855 0.971704
3670 3.67 0.206794 0.81319
3680 3.68 0.195538 0.860821
3690 3.69 0.187078 0.993826
3700 3.7 0.186376 1.01718
3710 3.71 0.187903 0.943341
3720 3.72 0.176864 0.960766
3730 3.73 0.160679 1.0627
3740 3.74 0.155867 1.11612
3750 3.75 0.158082 1.18117
3760 3.76 0.15608 1.21339
3770 3.77 0.147465 1.21984
3780 3.78 0.138839 1.2422
3790 3.79 0.134684 1.29798
3800 3.8 0.140304 1.00461
3810 3.81 0.144392 0.804524
3820 3.82 0.145061 0.809129
3830 3.83 0.144601 0.809858
3840 3.84 0.148236 0.69411
3850 3.85 0.15552 0.561106
3860 3.86 0.15181 0.5778
3870 3.87 0.143756 0.719377
3880 3.88 0.138357 0.859126
3890 3.89 0.135623 0.790231
3900 3.9 0.134332 0.686155
3910 3.91 0.132936 0.694538
3920 3.92 0.128599 0.703056
3930 3.93 0.11862 0.772143
3940 3.94 0.107696 1.01315
3950 3.95 0.105441 1.15631
3960 3.96 0.11094 1.2957
3970 3.97 0.1135 1.51297
3980 3.98 0.113931 1.86425
3990 3.99 0.114956 2.3863
4000 4 0.120966 2.60836
4010 4.01 0.135769 2.26557
4020 4.02 0.147228 1.95131
4030 4.03 0.140629 2.16748
4040 4.04 0.130451 2.79061
4050 4.05 0.132168 2.97356
4060 4.06 0.134065 2.66869
4070 4.07 0.1316 2.13517
4080 4.08 0.129947 1.68159
4090 4.09 0.134246 1.28978
4100 4.1 0.141434 1.07841
4110 4.11 0.146973 1.04906
4120 4.12 0.149131 1.08024
4130 4.13 0.153808 1.14308
4140 4.14 0.160303 1.16371
4150 4.15 0.163897 1.20274
4160 4.16 0.167325 1.17896
4170 4.17 0.170374 1.06436
4180 4.18 0.174132 0.910722
4190 4.19 0.175694 0.779461
4200 4.2 0.176053 0.651032
4210 4.21 0.171308 0.549527
4220 4.22 0.158562 0.579466
4230 4.23 0.141121 0.647051
4240 4.24 0.127591 0.598564
4250 4.25 0.11823 0.509625
4260 4.26 0.108757 0.421556
4270 4.27 0.101501 0.300567
4280 4.28 0.0938904 0.147755
4290 4.29 0.0888735 0.103344
4300 4.3 0.086054 0.204435
4310 4.31 0.0795971 0.252037
4320 4.32 0.0718872 0.337578
4330 4.33 0.0724014 0.389249
4340 4.34 0.0813658 0.363226
4350 4.35 0.0850667 0.486459
4360 4.36 0.0839926 0.651731
4370 4.37 0.0848633 0.635835
4380 4.38 0.087269 0.736273
4390 4.39 0.0945478 0.984567
4400 4.4 0.110563 1.11192
4410 4.41 0.128828 1.33296
4420 4.42 0.145443 1.53588
4430 4.43 0.158012 1.40289
4440 4.44 0.16057 1.13388
4450 4.45 0.150324 1.0732
4460 4.46 0.137392 1.11489
4470 4.47 0.131195 1.11782
4480 4.48 0.125638 1.00051
4490 4.49 0.117417 0.890877
4500 4.5 0.113892 0.805999
4510 4.51 0.121939 0.817595
4520 4.52 0.132429 0.906555
4530 4.53 0.132681 1.03121
4540 4.54 0.125114 1.09555
4550 4.55 0.121044 0.925906
4560 4.56 0.126716 0.606486
4570 4.57 0.13645 0.550079
4580 4.58 0.144119 0.789162
4590 4.59 0.152818 0.979214
4600 4.6 0.158975 1.0233
4610 4.61 0.160527 1.09096
4620 4.62 0.162761 1.11827
4630 4.63 0.165803 0.984051
4640 4.64 0.175482 0.751385
4650 4.65 0.182298 0.580052
4660 4.66 0.181915 0.444655
4670 4.67 0.178853 0.422175
4680 4.68 0.172075 0.594533
4690 4.69 0.171512 0.762765
4700 4.7 0.177477 0.740681
4710 4.71 0.186608 0.869838
4720 4.72 0.197497 1.06379
4730 4.73 0.204884 1.15158
4740 4.74 0.205765 1.04966
4750 4.75 0.208551 0.855023
4760 4.76 0.211263 0.796008
4770 4.77 0.207599 0.928867
4780 4.78 0.202551 1.08076
4790 4.79 0.197068 1.1087
4800 4.8 0.191488 1.12802
4810 4.81 0.187783 1.18534
4820 4.82 0.185794 1.3349
4830 4.83 0.189591 1.49283
4840 4.84 0.196944 1.57477
4850 4.85 0.200839 1.61342
4860 4.86 0.205615 1.55892
4870 4.87 0.220038 1.31386
4880 4.88 0.239669 1.16137
4890 4.89 0.258697 1.2333
4900 4.9 0.270775 1.37927
4910 4.91 0.276475 1.52003
4920 4.92 0.284272 1.55809
4930 4.93 0.289932 1.65941
4940 4.94 0.292603 1.9257
4950 4.95 0.294568 2.18498
4960 4.96 0.297896 2.20043
4970 4.97 0.30115 1.93609
4980 4.98 0.2963 1.75113
4990 4.99 0.289469 1.69866
5000 5 0.292096 1.55565
5010 5.01 0.286921 1.51344
5020 5.02 0.272316 1.60759
5030 5.03 0.269931 1.56033
5040 5.04 0.275111 1.47395
5050 5.05 0.282392 1.44541
5060 5.06 0.284756 1.56788
5070 5.07 0.280003 1.77422
5080 5.08 0.272222 2.00399
5090 5.09 0.266598 2.23697
5100 5.1 0.269309 2.40936
5110 5.11 0.276874 2.56971
5120 5.12 0.286925 2.73319
5130 5.13 0.310398 2.90401
5140 5.14 0.346052 3.15626
5150 5.15 0.371919 3.39302
5160 5.16 0.378411 3.14991
5170 5.17 0.367097 2.65298
5180 5.18 0.35157 2.34921
5190 5.19 0.342126 2.27806
5200 5.2 0.33875 2.42335
5210 5.21 0.343423 2.48718
5220 5.22 0.346018 2.44154
5230 5.23 0.341323 2.41262
5240 5.24 0.338018 2.2941
5250 5.25 0.336752 2.09693
5260 5.26 0.332775 1.97966
5270 5.27 0.3319 1.97514
5280 5.28 0.335272 2.04297
5290 5.29 0.339313 2.10291
5300 5.3 0.344306 2.09513
5310 5.31 0.349766 2.03992
5320 5.32 0.344918 2.09981
5330 5.33 0.329053 2.2691
5340 5.34 0.308104 2.41736
5350 5.35 0.29321 2.42092
5360 5.36 0.284951 2.40897
5370 5.37 0.277541 2.48074
5380 5.38 0.266413 2.658
5390 5.39 0.251625 2.84012
5400 5.4 0.239702 2.80442
5410 5.41 0.242115 2.54393
5420 5.42 0.250343 2.30642
5430 5.43 0.258823 2.11864
5440 5.44 0.267694 1.99543
5450 5.45 0.276244 1.87225
5460 5.46 0.279394 1.84419
5470 5.47 0.276295 1.9982
5480 5.48 0.275464 2.14705
5490 5.49 0.273718 2.37863
5500 5.5 0.276603 2.70814
5510 5.51 0.295149 2.91049
5520 5.52 0.314398 3.09832
5530 5.53 0.320747 3.2326
5540 5.54 0.324225 3.09996
5550 5.55 0.33047 2.85328
5560 5.56 0.343851 2.61161
5570 5.57 0.367623 2.42321
5580 5.58 0.378881 2.47653
5590 5.59 0.381445 2.75826
5600 5.6 0.383528 3.08594
5610 5.61 0.376486 3.35679
5620 5.62 0.369513 3.18023
5630 5.63 0.368686 2.70523
5640 5.64 0.368089 2.38936
5650 5.65 0.370676 2.12776
5660 5.66 0.371637 2.02688
5670 5.67 0.377352 2.11126
5680 5.68 0.384267 2.2797
5690 5.69 0.377758 2.62418
5700 5.7 0.363922 2.94245
5710 5.71 0.348437 2.84308
5720 5.72 0.337233 2.4866
5730 5.73 0.338316 2.16255
5740 5.74 0.340001 2.23196
5750 5.75 0.334019 2.73509
5760 5.76 0.340699 2.95955
5770 5.77 0.364622 2.64184
5780 5.78 0.387985 2.39221
5790 5.79 0.395352 2.4082
5800 5.8 0.397133 2.49959
5810 5.81 0.408876 2.65703
5820 5.82 0.423853 2.82299
5830 5.83 0.424049 2.89481
5840 5.84 0.407796 2.84788
5850 5.85 0.388271 2.86414
5860 5.86 0.382746 2.83824
5870 5.87 0.383564 2.7198
5880 5.88 0.377171 2.687
5890 5.89 0.370866 2.73748
5900 5.9 0.368583 2.87636
5910 5.91 0.366686 3.14839
5920 5.92 0.369132 3.34373
5930 5.93 0.367515 3.35646
5940 5.94 0.356278 3.20618
5950 5.95 0.343601 2.95317
5960 5.96 0.340156 2.65857
5970 5.97 0.351328 2.37521
5980 5.98 0.363865 2.34196
5990 5.99 0.361899 2.48925
6000 6 0.348583 2.61456
6010 6.01 0.335713 2.76372
6020 6.02 0.334272 2.86911
6030 6.03 0.342814 2.86803
6040 6.04 0.353474 2.93312
6050 6.05 0.364247 3.05286
6060 6.06 0.387108 2.99757
6070 6.07 0.418564 2.7575
6080 6.08 0.439423 2.54256
6090 6.09 0.455873 2.40415
6100 6.1 0.46792 2.29401
6110 6.11 0.465076 2.25751
6120 6.12 0.442024 2.3517
6130 6.13 0.41318 2.3212
6140 6.14 0.391612 2.03863
6150 6.15 0.377595 1.76051
6160 6.16 0.372705 1.59801
6170 6.17 0.37506 1.56327
6180 6.18 0.38008 1.64526
6190 6.19 0.381673 1.70046
6200 6.2 0.380023 1.58575
6210 6.21 0.376992 1.43495
6220 6.22 0.359627 1.4631
6230 6.23 0.329629 1.568
6240 6.24 0.304356 1.56033
6250 6.25 0.296626 1.3872
6260 6.26 0.30471 1.2172
6270 6.27 0.310247 1.28482
6280 6.28 0.307327 1.52375
6290 6.29 0.313781 1.53441
6300 6.3 0.31985 1.33256
6310 6.31 0.31231 1.27026
6320 6.32 0.299981 1.31876
6330 6.33 0.28661 1.31378
6340 6.34 0.272858 1.33199
6350 6.35 0.26832 1.37067
6360 6.36 0.269909 1.43536
6370 6.37 0.267043 1.47303
6380 6.38 0.258392 1.45967
6390 6.39 0.251451 1.42645
6400 6.4 0.242033 1.5173
6410 6.41 0.229913 1.74859
6420 6.42 0.223106 1.94289
6430 6.43 0.225691 2.03298
6440 6.44 0.234866 2.03458
6450 6.45 0.249964 2.00218
6460 6.46 0.265564 1.98572
6470 6.47 0.275858 1.934
6480 6.48 0.283577 1.82604
6490 6.49 0.294672 1.73618
6500 6.5 0.300098 1.87657
6510 6.51 0.303451 2.07845
6520 6.52 0.314287 2.19952
6530 6.53 0.32143 2.42368
6540 6.54 0.329188 2.55749
6550 6.55 0.330954 2.66985
6560 6.56 0.321419 2.9018
6570 6.57 0.310528 2.97955
6580 6.58 0.305588 2.77488
6590 6.59 0.313717 2.61748
6600 6.6 0.324732 2.85473
6610 6.61 0.3233 3.18236
6620 6.62 0.318308 2.98734
6630 6.63 0.305145 2.6207
6640 6.64 0.285492 2.35871
6650 6.65 0.269618 2.20271
6660 6.66 0.265421 2.1975
6670 6.67 0.267462 2.22328
6680 6.68 0.264697 2.24143
6690 6.69 0.259228 2.26756
6700 6.7 0.261651 2.17227
6710 6.71 0.265117 2.02396
6720 6.72 0.258004 1.99478
6730 6.73 0.246764 2.0443
6740 6.74 0.237432 2.12309
6750 6.75 0.229337 2.24496
6760 6.76 0.225147 2.28988
6770 6.77 0.223799 2.25945
6780 6.78 0.220955 2.32705
6790 6.79 0.22261 2.58138
6800 6.8 0.237745 2.84789
6810 6.81 0.265343 3.02671
6820 6.82 0.296339 3.40156
6830 6.83 0.325519 3.93714
6840 6.84 0.348661 4.27687
6850 6.85 0.35826 4.11402
6860 6.86 0.356609 3.47099
6870 6.87 0.354628 2.60312
6880 6.88 0.358639 2.02647
6890 6.89 0.368152 1.86081
6900 6.9 0.372156 1.88881
6910 6.91 0.365635 1.85716
6920 6.92 0.351109 1.80205
6930 6.93 0.333409 1.84245
6940 6.94 0.320055 1.94023
6950 6.95 0.313741 2.14732
6960 6.96 0.31163 2.48045
6970 6.97 0.306977 2.83673
6980 6.98 0.298595 3.14023
6990 6.99 0.297709 3.23693
7000 7 0.299519 3.3445
7010 7.01 0.293669 3.59713
7020 7.02 0.283861 3.6825
7030 7.03 0.267266 3.50907
7040 7.04 0.251678 3.09272
7050 7.05 0.241716 2.83216
7060 7.06 0.229802 3.04065
7070 7.07 0.214239 3.96777
7080 7.08 0.208827 5.01225
7090 7.09 0.215243 5.42043
7100 7.1 0.219289 5.43656
7110 7.11 0.218368 5.20397
7120 7.12 0.218874 4.72409
7130 7.13 0.227672 4.0904
7140 7.14 0.243326 3.60754
7150 7.15 0.257305 3.31017
7160 7.16 0.260849 3.0906
7170 7.17 0.255119 2.97569
7180 7.18 0.24672 2.99539
7190 7.19 0.246366 2.8259
7200 7.2 0.246483 2.73368
7210 7.21 0.24842 3.02586
7220 7.22 0.253752 3.57911
7230 7.23 0.258176 3.85977
7240 7.24 0.264912 3.5227
7250 7.25 0.270176 3.13497
7260 7.26 0.267215 2.98086
7270 7.27 0.260046 2.86651
7280 7.28 0.258947 2.73527
7290 7.29 0.267288 2.65354
7300 7.3 0.276798 2.79973
7310 7.31 0.285452 3.11907
7320 7.32 0.297859 3.313
7330 7.33 0.313901 3.2155
7340 7.34 0.32605 3.00028
7350 7.35 0.334445 2.79148
7360 7.36 0.346049 2.59977
7370 7.37 0.358619 2.48994
7380 7.38 0.366525 2.43185
7390 7.39 0.365143 2.36807
7400 7.4 0.350838 2.33109
7410 7.41 0.328548 2.29932
7420 7.42 0.316933 2.11079
7430 7.43 0.319222 1.94808
7440 7.44 0.33014 1.98709
7450 7.45 0.346269 2.221
7460 7.46 0.362627 2.58459
7470 7.47 0.372508 2.83719
7480 7.48 0.371699 2.82759
7490 7.49 0.360369 2.67554
7500 7.5 0.346726 2.55816
7510 7.51 0.332391 2.60245
7520 7.52 0.320366 2.79747
7530 7.53 0.311516 3.02448
7540 7.54 0.30616 3.08921
7550 7.55 0.312203 3.00033
7560 7.56 0.329001 3.00313
7570 7.57 0.347144 3.19049
7580 7.58 0.355181 3.46421
7590 7.59 0.350622 3.58735
7600 7.6 0.341664 3.55755
7610 7.61 0.334925 3.58639
7620 7.62 0.334797 3.5158
7630 7.63 0.339717 3.3658
7640 7.64 0.338424 3.33969
7650 7.65 0.335927 3.20504
7660 7.66 0.339591 2.90567
7670 7.67 0.338051 2.7161
7680 7.68 0.331185 2.54052
7690 7.69 0.323779 2.3615
7700 7.7 0.315053 2.1593
7710 7.71 0.302983 1.89586
7720 7.72 0.283331 1.76046
7730 7.73 0.264919 1.87662
7740 7.74 0.252791 2.10842
7750 7.75 0.251009 2.14028
7760 7.76 0.257778 1.98986
7770 7.77 0.269098 1.8525
7780 7.78 0.283022 1.72747
7790 7.79 0.290955 1.71437
7800 7.8 0.292572 1.85994
7810 7.81 0.292039 2.15754
7820 7.82 0.291894 2.48722
7830 7.83 0.296802 2.62335
7840 7.84 0.309899 2.49701
7850 7.85 0.328111 2.2878
7860 7.86 0.346919 2.15646
7870 7.87 0.359491 2.087
7880 7.88 0.366886 2.05272
7890 7.89 0.375338 2.12291
7900 7.9 0.386551 2.32676
7910 7.91 0.395722 2.65032
7920 7.92 0.393941 2.89242
7930 7.93 0.386759 2.74643
7940 7.94 0.37668 2.48639
7950 7.95 0.371777 2.29889
7960 7.96 0.372932 2.0744
7970 7.97 0.371514 1.91598
7980 7.98 0.35941 1.98128
7990 7.99 0.350745 2.04139
8000 8 0.350353 1.95979
8010 8.01 0.353776 1.89648
8020 8.02 0.362841 1.89134
8030 8.03 0.372944 1.84938
8040 8.04 0.370575 1.80614
8050 8.05 0.367244 1.6942
8060 8.06 0.370719 1.56485
8070 8.07 0.375442 1.55698
8080 8.08 0.380937 1.76139
8090 8.09 0.387226 2.20425
8100 8.1 0.386744 2.65531
8110 8.11 0.370201 2.84295
8120 8.12 0.344743 2.71175
8130 8.13 0.323823 2.50888
8140 8.14 0.313993 2.44499
8150 8.15 0.31889 2.4535
8160 8.16 0.338118 2.47888
8170 8.17 0.362734 2.41738
8180 8.18 0.375969 2.27189
8190 8.19 0.37948 2.08234
8200 8.2 0.389619 1.84858
8210 8.21 0.408226 1.6164
