# r  g(r)  NumPairs  ShellVolume
0.05 0.0 0.0 0.0
0.15000000000000002 0.0 0.0 0.0
0.25 0.0 0.0 0.0
0.35000000000000003 0.0 0.0 0.0
0.45 0.0 0.0 0.0
0.55 0.0 0.0 0.0
0.65 0.0 0.0 0.0
0.75 0.0 0.0 0.0
0.8500000000000001 0.0 0.0 0.0
0.9500000000000001 0.0 0.0 0.0
1.05 0.0 0.0 0.0
1.1500000000000001 0.0 0.0 0.0
1.25 0.0 0.0 0.0
1.35 0.0 0.0 0.0
1.4500000000000002 0.0 0.0 0.0
1.55 0.0 0.0 0.0
1.6500000000000001 0.0 0.0 0.0
1.75 0.0 0.0 0.0
1.85 0.0 0.0 0.0
1.9500000000000002 0.0 0.0 0.0
2.0500000000000003 0.0 0.0 0.0
2.15 0.0 0.0 0.0
2.25 0.0 0.0 0.0
2.35 0.0 0.0 0.0
2.45 0.0004960908360243823 5.3464499572283994e-5 0.002994011976047904
2.5500000000000003 0.005190095037265861 0.0006593954947248362 0.03393213572854291
2.6500000000000004 0.0368917820712636 0.005310806957513554 0.26047904191616766
2.75 0.16617009668440777 0.027872825777017173 1.2634730538922154
2.85 0.45106816682458456 0.09365198175078394 3.6836327345309376
2.95 0.8709890811453883 0.22973695466210442 7.620758483033931
3.0500000000000003 1.2240385790092332 0.4341673795266607 11.448103792415168
3.1500000000000004 1.38625793498336 0.6811199030510408 13.829341317365268
3.25 1.3375109882945753 0.9347554890219572 14.203592814371257
3.35 1.166512736147575 1.1697854291417178 13.161676646706585
3.45 0.8666883336419001 1.3549864556601094 10.37125748502994
3.5500000000000003 0.5727183919764318 1.4845665811234672 7.256487025948103
3.6500000000000004 0.3768013656370047 1.574689905902478 5.04690618762475
3.75 0.2975375046054214 1.649807527801541 4.206586826347305
3.85 0.30907098673733663 1.732053749643569 4.605788423153692
3.95 0.3591525612485299 1.8326561163387523 5.6337325349301395
4.05 0.4079666148125934 1.9527908468776738 6.72754491017964
4.15 0.42681558002771924 2.084759053321928 7.390219560878243
4.25 0.41861854833572487 2.2205054177359553 7.6017964071856285
4.3500000000000005 0.42451265622933415 2.364716994582263 8.075848303393213
4.45 0.41747918491961716 2.513134445394925 8.31137724550898
4.55 0.4164491272731191 2.667914171656684 8.667664670658683
4.65 0.3712303730881158 2.812018819503851 8.069860279441118
4.75 0.32646231348524923 2.944254348445965 7.405189620758482
4.8500000000000005 0.2657463074014641 3.0564763330481934 6.2844311377245505
4.95 0.21731815495520046 3.1520708582834356 5.3532934131736525
5.050000000000001 0.1952119493022575 3.2414456800684364 5.004990019960079
5.15 0.19597647534581814 3.3347590533219273 5.225548902195609
5.25 0.20792285426936405 3.4376425719988597 5.761477045908183
5.3500000000000005 0.24416581474269675 3.5631059309951563 7.025948103792414
5.45 0.2989561995794273 3.722519247219848 8.927145708582833
5.550000000000001 0.38203188858311427 3.933775306529796 11.830339321357284
5.65 0.5010414188714186 4.220915312232682 16.079840319361278
5.75 0.6174079936138073 4.587378813800978 20.52195608782435
5.8500000000000005 0.6852728641389032 5.0083939264328405 23.576846307385228
5.95 0.6797056334708322 5.440387082976907 24.191616766467064
6.050000000000001 0.5829740463570333 5.823460222412315 21.45209580838323
6.15 0.43957760666394136 6.121934702024521 16.71457085828343
6.25 0.29151733714606465 6.326365126889092 11.448103792415168
6.3500000000000005 0.19306467579625539 6.466121328771025 7.826347305389221
6.45 0.14383928752393035 6.573549329911611 6.015968063872255
6.550000000000001 0.10933096598522886 6.657755916737953 4.715568862275449
6.65 0.09475372360907755 6.732980467636149 4.212574850299401
6.75 0.08695581842998984 6.80410607356715 3.9830339321357284
6.8500000000000005 0.09145949260316627 6.881148417450818 4.314371257485029
6.95 0.09756061695057919 6.965747077274018 4.7375249500998
7.050000000000001 0.10981246187486166 7.063729683490157 5.487025948103792
7.15 0.12717104370928176 7.18044268605645 6.5359281437125745
7.25 0.14856053395096178 7.320626603934984 7.850299401197604
7.3500000000000005 0.1722015152118725 7.487631879098946 9.352295409181636
7.45 0.20327444407547482 7.690173224978615 11.342315369261476
7.550000000000001 0.22901182549150853 7.924525948103777 13.12375249500998
7.65 0.23904297663460744 8.175666524094659 14.06387225548902
7.75 0.2365336639801549 8.430710008554309 14.282435129740518
7.8500000000000005 0.22266815476619198 8.677038779583684 13.79441117764471
7.95 0.20700216253477477 8.911908326204726 13.152694610778441
8.05 0.2029942407344382 9.148061020815526 13.224550898203592
8.15 0.19946323688034837 9.385906757912755 13.31936127744511
8.25 0.19047111121968077 9.6186377245509 13.032934131736527
8.35 0.17814802092631177 9.84162033076704 12.487025948103792
8.450000000000001 0.1667824612883975 10.055407043056736 11.972055888223553
8.55 0.16078551841153466 10.26641360136869 11.816367265469061
8.65 0.16722598036782382 10.491035785571698 12.578842315369261
8.75 0.17952953345500677 10.737792272597666 13.818363273453093
8.85 0.1913895375972351 11.006896920444818 15.069860279441116
8.950000000000001 0.19850113525592206 11.29234388366127 15.985029940119759
9.05 0.20669578615888032 11.596253920729957 17.0189620758483
9.15 0.20803637119884288 11.908932135728525 17.50998003992016
9.25 0.20805274156547082 12.228507271171939 17.89620758483034
9.35 0.20721458423211517 12.553714000570302 18.211576846307384
9.450000000000001 0.20774355721531101 12.886762189905912 18.65069860279441
9.55 0.21791431971920963 13.243548617051621 19.98003992015968
9.65 0.22963588491416423 13.627441545480467 21.498003992015967
9.75 0.23744970354932818 14.032666809238684 22.69261477045908
9.850000000000001 0.22782344862528758 14.429480325064166 22.221556886227543
9.950000000000001 0.19429835791712605 14.774807527801544 19.33832335329341
10.05 0.15718079550854513 15.059808953521545 15.96007984031936
